Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,GenderDescription,AgeClassDescription,Demand_rel_county,Parish_variation_abs,Parish_variation_rel
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Male,35-44,0.020464,11.989125889216002,0.08706851302954016
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Male,45-54,0.020464,3.6101592817119994,0.005844583540260371
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Male,55-64,0.020464,-4.280839112064,-0.004934787743596447
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Male,65+,0.020464,-10.646557358639999,-0.006601077811432425
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Female,15-24,0.017371,4.200498325128001,0.014277977742117738
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Female,25-34,0.017371,-11.700836036822,-0.01081755240953808
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Female,35-44,0.017371,4.212476862969,0.017861841276084433
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Female,45-54,0.017371,-4.68597507721,-0.0055722310543412975
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Female,55-64,0.017371,-8.252540418974998,-0.006785802217066668
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,15-24,0.017371,-8.709363011716999,-0.007583732030809678
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,25-34,0.017371,-2.7580509074450004,-0.006536592242637335
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,35-44,0.017371,10.177047782524003,0.07390867571521414
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,45-54,0.017371,3.064507275343,0.004961212894735286
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,55-64,0.017371,-3.633818227896,-0.004188926793100757
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,65+,0.017371,-9.037399720335001,-0.005603367995621221
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Female,15-24,0.016269,3.934022638392,0.013372196182517612
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Female,25-34,0.016269,-10.958545937657998,-0.010131296997914627
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Female,35-44,0.016269,3.945241268991,0.016728702764412965
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Female,45-54,0.016269,-4.38870119919,-0.005218733925685255
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Female,55-64,0.016269,-7.729006970024998,-0.0063553172684046744
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Male,15-24,0.016269,-8.156849164562997,-0.007102627160741617
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Male,25-34,0.016269,-2.583082736355,-0.006121916941768855
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Male,35-44,0.016269,9.531425385636,0.0692199784244326
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Male,45-54,0.016269,2.870097798776999,0.004646478186888974
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Male,55-64,0.016269,-3.4032921967439997,-0.003923185193538438
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,Male,65+,0.016269,-8.464075531065,-0.005247895568520041
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Female,15-24,0.012837,3.104127396216,0.010551286643000712
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Female,25-34,0.012837,-8.646803995433999,-0.007994065988212557
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Female,35-44,0.012837,3.112979419143,0.013199726927701102
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Female,45-54,0.012837,-3.4628899928699997,-0.004117824537711083
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Female,55-64,0.012837,-6.098547081824999,-0.00501464182030308
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,15-24,0.012837,-6.436134533498999,-0.00560430418971296
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,25-34,0.012837,-2.0381727879150002,-0.004830478073728366
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,35-44,0.012837,7.5207393002280005,0.05461779230649956
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,45-54,0.012837,2.2646410623209996,0.0036662880622714217
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,55-64,0.012837,-2.685356317512,-0.003095576146625664
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,65+,0.012837,-6.678550469745,-0.004140834434390053
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Female,15-24,0.012542,3.032793160656,0.01030881335798979
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Female,25-34,0.012542,-8.448096573244,-0.007810358777297023
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Female,35-44,0.012542,3.041441760138,0.012896391300711008
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Female,45-54,0.012542,-3.3833112324199996,-0.004023195088569947
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Female,55-64,0.012542,-5.958399742949998,-0.004899403109000641
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,15-24,0.012542,-6.288229284033998,-0.005475514773496918
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,25-34,0.012542,-1.9913346658900002,-0.0047194715276701075
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,35-44,0.012542,7.347909348248001,0.05336265101722502
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,45-54,0.012542,2.2125985980859997,0.003582035123238153
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,55-64,0.012542,-2.6236456285919996,-0.003024438422604898
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,65+,0.012542,-6.52507439367,-0.004045676207534474
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,15-24,0.012425,3.0045012774,0.010212645987324442
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,25-34,0.012425,-8.36928718885,-0.007737498629238998
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,35-44,0.012425,3.013069197075,0.01277608530627765
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,45-54,0.012425,-3.35174948675,-0.003985664086707192
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,55-64,0.012425,-5.902815883124999,-0.004853698264178996
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,15-24,0.012425,-6.229568557974999,-0.00542443558130276
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,25-34,0.012425,-1.9727581903750002,-0.0046754452026232735
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,35-44,0.012425,7.279363231700001,0.052864849217750025
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,45-54,0.012425,2.1919580275249997,0.0035486195508080097
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,55-64,0.012425,-2.5991705418,-0.002996224477823781
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,65+,0.012425,-6.464204221125,-0.00400793548705277
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Female,15-24,0.01003,2.4253640090400004,0.008244091690371361
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Female,25-34,0.01003,-6.75605235446,-0.006246045171128141
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Female,35-44,0.01003,2.4322804061700003,0.010313411317663166
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Female,45-54,0.01003,-2.7056778553000003,-0.0032174012707986426
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Female,55-64,0.01003,-4.76500952175,-0.003918116184282924
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,15-24,0.01003,-5.02877848181,-0.004378840151345407
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,25-34,0.01003,-1.5924961488500002,-0.0037742225659807994
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,35-44,0.01003,5.876218367320002,0.04267480383533463
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,45-54,0.01003,1.76944378399,0.002864599927131134
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,55-64,0.01003,-2.09816342328,-0.0024186826167060384
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,65+,0.01003,-5.21818658655,-0.003235379713089681
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Female,15-24,0.006472,1.565000584896,0.005319617290137931
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Female,25-34,0.006472,-4.359438767504,-0.00403034938659435
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Female,35-44,0.006472,1.569463488408,0.006654875179253839
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Female,45-54,0.006472,-1.74587707672,-0.002076073880818426
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Female,55-64,0.006472,-3.0746900921999996,-0.0025282201340657115
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,15-24,0.006472,-3.2448907611439997,-0.0028255088194922705
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,25-34,0.006472,-1.0275807652400002,-0.0024353707325052575
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,35-44,0.006472,3.791713387168001,0.027536523471813134
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,45-54,0.006472,1.141758740776,0.001848423801434965
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,55-64,0.006472,-1.353869758272,-0.0015606893215674457
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,65+,0.006472,-3.36710903172,-0.0020876747261332415
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Female,15-24,0.00597,1.4436114789599999,0.004907001733949852
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Female,25-34,0.00597,-4.021299357539999,-0.0037177357598838483
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Female,35-44,0.00597,1.44772821783,0.006138690485189341
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Female,45-54,0.00597,-1.6104583046999998,-0.0019150434283816443
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Female,55-64,0.00597,-2.8362020782499995,-0.0023321190050019
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Male,15-24,0.00597,-2.993201150189999,-0.002606348524778871
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Male,25-34,0.00597,-0.94787657115,-0.002246471457517983
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Male,35-44,0.00597,3.49760953668,0.025400655921928986
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Male,45-54,0.00597,1.0531983440099997,0.0017050510034868262
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Male,55-64,0.00597,-1.24885699272,-0.001439634618318549
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,Male,65+,0.00597,-3.1059395734499997,-0.0019257444553484938
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Female,15-24,0.00429,1.0373690527200001,0.003526136924396125
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Female,25-34,0.00429,-2.88967742778,-0.00267153876212759
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Female,35-44,0.00429,1.04032731231,0.004411219795889829
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Female,45-54,0.00429,-1.1572640079,-0.0013761367349677145
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Female,55-64,0.00429,-2.03807486025,-0.0016758443101269936
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Male,15-24,0.00429,-2.15089328883,-0.0018729037137858223
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Male,25-34,0.00429,-0.6811374355500002,-0.0016142985850506112
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Male,35-44,0.00429,2.5133576067600005,0.01825273264741631
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Male,45-54,0.00429,0.7568209205699999,0.0012252376557719406
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Male,55-64,0.00429,-0.89741984904,-0.0010345113086409675
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,Male,65+,0.00429,-2.2319063266500003,-0.0013838264176624857
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Female,15-24,0.00256,0.61903607808,0.002104174947891394
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Female,25-34,0.00256,-1.7243762739200001,-0.0015942049489619185
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Female,35-44,0.00256,0.6208013798400001,0.0026323362884564014
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Female,45-54,0.00256,-0.6905817856,-0.0008211911518688459
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Female,55-64,0.00256,-1.2161938559999999,-0.001000037630285572
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,15-24,0.00256,-1.28351674112,-0.0011176301881798845
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,25-34,0.00256,-0.40645963520000006,-0.0009633110437598052
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,35-44,0.00256,1.4998124646400004,0.01089207356116218
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,45-54,0.00256,0.45162274047999995,0.0007311441488988737
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,55-64,0.00256,-0.53552326656,-0.000617330757603934
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,65+,0.00256,-1.3318601856,-0.000825779866950108
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Female,15-24,0.001757,0.424861870776,0.0014441544466582733
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Female,25-34,0.001757,-1.183487934874,-0.001094147693486754
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Female,35-44,0.001757,0.42607344702300004,0.001806646429225741
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Female,45-54,0.001757,-0.47396570207000005,-0.0005636065835287352
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Female,55-64,0.001757,-0.8347080488249999,-0.0006863539517233398
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Male,15-24,0.001757,-0.8809136383389999,-0.0007670610314968973
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Male,25-34,0.001757,-0.2789646793150001,-0.00066114746245546
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Male,35-44,0.001757,1.0293634767080002,0.007475536424594511
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Male,45-54,0.001757,0.309961388681,0.0005018047928184847
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Male,55-64,0.001757,-0.367544679432,-0.0004236914613711375
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Male,65+,0.001757,-0.914093103945,-0.000566755947746617
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Female,15-24,0.001385,0.33490819068,0.001138391524542805
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Female,25-34,0.001385,-0.9329145075699999,-0.0008624897868407253
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Female,35-44,0.001385,0.335863246515,0.00142413506230942
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Female,45-54,0.001385,-0.37361553635,-0.00044427724427279354
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Female,55-64,0.001385,-0.6579798791249999,-0.0005410359835724675
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,15-24,0.001385,-0.6944026118949999,-0.0006046553947770078
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,25-34,0.001385,-0.21990101357500003,-0.0005211663264091133
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,35-44,0.001385,0.8114219779400001,0.005892781985238131
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,45-54,0.001385,0.24433495920499995,0.0003955604086816171
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,55-64,0.001385,-0.28972645476,-0.0003339855856568158
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,65+,0.001385,-0.7205571707249999,-0.00044675981083042946
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Female,15-24,0.001258,0.30419819774400003,0.0010340047204872554
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Female,25-34,0.001258,-0.847369278356,-0.0007834022757008176
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Female,35-44,0.001258,0.305065678062,0.0012935465042492784
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Female,45-54,0.001258,-0.33935620558,-0.00040353846447305
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Female,55-64,0.001258,-0.5976452620499999,-0.0004914247417575193
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Male,15-24,0.001258,-0.6307281485659999,-0.0005492104596602714
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Male,25-34,0.001258,-0.19973680511000003,-0.0004733770675975918
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Male,35-44,0.001258,0.7370172189520001,0.005352433023414852
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Male,45-54,0.001258,0.22193023731399997,0.0003592888044198371
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Male,55-64,0.001258,-0.263159480208,-0.0003033601926038082
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,Male,65+,0.001258,-0.65448441933,-0.0004057933877434515
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Female,15-24,0.001094,0.26454119899199996,0.0008992060128879628
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Female,25-34,0.001094,-0.7369014233079999,-0.0006812735211579447
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Female,35-44,0.001094,0.265295589666,0.00112491246077004
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Female,45-54,0.001094,-0.29511580994,-0.0003509309063064521
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Female,55-64,0.001094,-0.5197328431499999,-0.00042735983106734985
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,15-24,0.001094,-0.5485028573379999,-0.0004776122757299975
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,25-34,0.001094,-0.17369798473,-0.00041166495385672923
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,35-44,0.001094,0.6409354829360001,0.004654659560902899
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,45-54,0.001094,0.19299815550199995,0.00031244988238100297
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,55-64,0.001094,-0.22885252094399997,-0.00026381244094480615
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,65+,0.001094,-0.56916212619,-0.00035289186501696017
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Female,15-24,0.000919,0.222224279592,0.0007553659285594496
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Female,25-34,0.000919,-0.619024138958,-0.0005722946672250012
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Female,35-44,0.000919,0.222857995341,0.0009449675973013409
