County_of_Origin,Parish_of_Public_Transportation,GenderDescription,AgeClassDescription,Parish_variation_abs,Parish_variation_rel
Amadora,União das freguesias de Sacavém e Prior Velho,Female,55-64,-0.31877581147499995,-0.00026211923825063233
Amadora,União das freguesias de Sacavém e Prior Velho,Male,15-24,-0.336421770817,-0.00029294135010496196
Amadora,União das freguesias de Sacavém e Prior Velho,Male,25-34,-0.10653688094500002,-0.0002524928556104802
Amadora,União das freguesias de Sacavém e Prior Velho,Male,35-44,0.3931149077240001,0.002854914593570243
Amadora,União das freguesias de Sacavém e Prior Velho,Male,45-54,0.11837455424299999,0.0001916397359027907
Amadora,União das freguesias de Sacavém e Prior Velho,Male,55-64,-0.140365668696,-0.00016180817904384365
Amadora,União das freguesias de Sacavém e Prior Velho,Male,65+,-0.34909304083500003,-0.00021644464481387595
Amadora,Venteira,Female,15-24,0.11921280722399999,0.00040521806613689733
Amadora,Venteira,Female,25-34,-0.33207714962599993,-0.00030700899993680686
Amadora,Venteira,Female,35-44,0.119552765727,0.0005069303868003928
Amadora,Venteira,Female,45-54,-0.13299094542999998,-0.00015814345229349256
Amadora,Venteira,Female,55-64,-0.23421233242499995,-0.00019258537176983863
Amadora,Venteira,Male,15-24,-0.24717724741099995,-0.0002152311260830793
Amadora,Venteira,Male,25-34,-0.07827523443500001,-0.0001855126345990562
Amadora,Venteira,Male,35-44,0.288831072292,0.002097575103770685
Amadora,Venteira,Male,45-54,0.08697266056899998,0.00014080236929966586
Amadora,Venteira,Male,55-64,-0.10313006656799999,-0.00011888439980419509
Amadora,Venteira,Male,65+,-0.25648713730499995,-0.00015902713844000125
Amadora,Odivelas,Female,15-24,0.062629040712,0.00021288332480619962
Amadora,Odivelas,Female,25-34,-0.174458380838,-0.00016128870382075658
Amadora,Odivelas,Female,35-44,0.062807639601,0.000266318397933675
Amadora,Odivelas,Female,45-54,-0.06986745409,-8.30814485679809e-05
Amadora,Odivelas,Female,55-64,-0.12304461277499998,-0.0001011756821265481
Amadora,Odivelas,Male,15-24,-0.12985579529299998,-0.00011307274169476176
Amadora,Odivelas,Male,25-34,-0.04112228340500001,-9.745998450538655e-05
Amadora,Odivelas,Male,35-44,0.15173883919600004,0.0011019715048207048
Amadora,Odivelas,Male,45-54,0.04569151944699999,7.397122443937823e-05
Amadora,Odivelas,Male,55-64,-0.054179892984,-6.245651024196051e-05
Amadora,Odivelas,Male,65+,-0.134746792215,-8.354569747659295e-05
Amadora,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,15-24,0.044493218112,0.00015123757437969393
Amadora,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,25-34,-0.123939544688,-0.00011458348070663788
Amadora,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,35-44,0.044620099176,0.00018919917073280382
Amadora,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,45-54,-0.04963556584,-5.90231140405733e-05
Amadora,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,55-64,-0.08741393339999999,-7.187770467677548e-05
Amadora,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,15-24,-0.09225276576799998,-8.03296697754292e-05
Amadora,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,25-34,-0.029214286280000005,-6.9237981270236e-05
Amadora,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,35-44,0.10779902089600002,0.0007828677872085316
Amadora,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,45-54,0.032460384471999996,5.2550985702106536e-05
Amadora,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,55-64,-0.038490734783999996,-4.4370648202782753e-05
Amadora,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,65+,-0.09572745083999999,-5.9352927937039006e-05
Amadora,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,15-24,0.031677236808000005,0.00010767457741162994
Amadora,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,25-34,-0.088239567142,-8.157845637266067e-05
Amadora,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,35-44,0.031767570609000005,0.0001347015835108549
Amadora,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,45-54,-0.03533836481,-4.20218909745386e-05
Amadora,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,55-64,-0.062234919975,-5.117380061226951e-05
Amadora,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,15-24,-0.065679958237,-5.7191232285767534e-05
Amadora,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,25-34,-0.020799301645000004,-4.9294432317396284e-05
Amadora,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,35-44,0.07674821596400003,0.0005573678267625959
Amadora,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,45-54,0.023110382423,3.741401699443455e-05
Amadora,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,55-64,-0.027403729656000003,-3.158997236176381e-05
Amadora,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,65+,-0.068153782935,-4.225670412908756e-05
Amadora,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,15-24,0.020312121311999998,6.904324047768636e-05
Amadora,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,25-34,-0.05658109648799999,-5.230984988781294e-05
Amadora,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,35-44,0.020370045276,8.637353446497566e-05
Amadora,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,45-54,-0.022659714839999998,-2.6945334670696504e-05
Amadora,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,55-64,-0.03990636089999999,-3.281373474374532e-05
Amadora,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,15-24,-0.04211539306799999,-3.667224054965246e-05
Amadora,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,25-34,-0.01333695678,-3.1608643623368604e-05
Amadora,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,35-44,0.049212596496,0.00035739616372563397
Amadora,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,45-54,0.014818871171999997,2.3990667385744286e-05
Amadora,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,55-64,-0.017571857184,-2.0256165483879083e-05
Amadora,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,65+,-0.043701662339999996,-2.7095901884300413e-05
Amadora,União das freguesias de Laranjeiro e Feijó,Female,15-24,0.015475901952,5.260437369728485e-05
Amadora,União das freguesias de Laranjeiro e Feijó,Female,25-34,-0.043109406848,-3.985512372404796e-05
Amadora,União das freguesias de Laranjeiro e Feijó,Female,35-44,0.015520034496,6.580840721141002e-05
Amadora,União das freguesias de Laranjeiro e Feijó,Female,45-54,-0.01726454464,-2.0529778796721146e-05
Amadora,União das freguesias de Laranjeiro e Feijó,Female,55-64,-0.030404846399999994,-2.5000940757139295e-05
Amadora,União das freguesias de Laranjeiro e Feijó,Male,15-24,-0.03208791852799999,-2.7940754704497112e-05
Amadora,União das freguesias de Laranjeiro e Feijó,Male,25-34,-0.01016149088,-2.4082776093995128e-05
Amadora,União das freguesias de Laranjeiro e Feijó,Male,35-44,0.037495311616000004,0.0002723018390290544
Amadora,União das freguesias de Laranjeiro e Feijó,Male,45-54,0.011290568511999997,1.827860372247184e-05
Amadora,União das freguesias de Laranjeiro e Feijó,Male,55-64,-0.013388081663999999,-1.543326894009835e-05
Amadora,União das freguesias de Laranjeiro e Feijó,Male,65+,-0.033296504639999995,-2.0644496673752698e-05
Amadora,União das freguesias de Charneca de Caparica e Sobreda,Female,15-24,0.015475901952,5.260437369728485e-05
Amadora,União das freguesias de Charneca de Caparica e Sobreda,Female,25-34,-0.043109406848,-3.985512372404796e-05
Amadora,União das freguesias de Charneca de Caparica e Sobreda,Female,35-44,0.015520034496,6.580840721141002e-05
Amadora,União das freguesias de Charneca de Caparica e Sobreda,Female,45-54,-0.01726454464,-2.0529778796721146e-05
Amadora,União das freguesias de Charneca de Caparica e Sobreda,Female,55-64,-0.030404846399999994,-2.5000940757139295e-05
Amadora,União das freguesias de Charneca de Caparica e Sobreda,Male,15-24,-0.03208791852799999,-2.7940754704497112e-05
Amadora,União das freguesias de Charneca de Caparica e Sobreda,Male,25-34,-0.01016149088,-2.4082776093995128e-05
Amadora,União das freguesias de Charneca de Caparica e Sobreda,Male,35-44,0.037495311616000004,0.0002723018390290544
Amadora,União das freguesias de Charneca de Caparica e Sobreda,Male,45-54,0.011290568511999997,1.827860372247184e-05
Amadora,União das freguesias de Charneca de Caparica e Sobreda,Male,55-64,-0.013388081663999999,-1.543326894009835e-05
Amadora,União das freguesias de Charneca de Caparica e Sobreda,Male,65+,-0.033296504639999995,-2.0644496673752698e-05
Amadora,União das freguesias de Matosinhos e Leça da Palmeira,Female,15-24,0.009188816784000001,3.123384688276288e-05
Amadora,União das freguesias de Matosinhos e Leça da Palmeira,Female,25-34,-0.025596210316,-2.3663979711153475e-05
Amadora,União das freguesias de Matosinhos e Leça da Palmeira,Female,35-44,0.009215020482,3.907374178177471e-05
Amadora,União das freguesias de Matosinhos e Leça da Palmeira,Female,45-54,-0.010250823380000001,-1.2189556160553181e-05
Amadora,União das freguesias de Matosinhos e Leça da Palmeira,Female,55-64,-0.01805287755,-1.4844308574551459e-05
Amadora,União das freguesias de Matosinhos e Leça da Palmeira,Male,15-24,-0.019052201626,-1.6589823105795162e-05
Amadora,União das freguesias de Matosinhos e Leça da Palmeira,Male,25-34,-0.006033385210000001,-1.4299148305809609e-05
Amadora,União das freguesias de Matosinhos e Leça da Palmeira,Male,35-44,0.022262841272000004,0.0001616792169235011
Amadora,União das freguesias de Matosinhos e Leça da Palmeira,Male,45-54,0.006703775053999999,1.0852920960217656e-05
Amadora,União das freguesias de Matosinhos e Leça da Palmeira,Male,55-64,-0.007949173488,-9.163503433183396e-06
Amadora,União das freguesias de Matosinhos e Leça da Palmeira,Male,65+,-0.01976979963,-1.2257669900040665e-05
Amadora,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,15-24,0.007496140008,2.548024350962235e-05
Amadora,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,25-34,-0.020881118942,-1.930482555383573e-05
Amadora,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,35-44,0.007517516709,3.1875947243026735e-05
Amadora,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,45-54,-0.00836251381,-9.944111604661805e-06
Amadora,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,55-64,-0.014727347474999998,-1.2109830679239348e-05
Amadora,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,15-24,-0.015542585536999998,-1.3533803059990789e-05
Amadora,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,25-34,-0.004921972145000001,-1.166509467052889e-05
Amadora,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,35-44,0.018161791564000003,0.00013189620327969825
Amadora,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,45-54,0.005468869122999999,8.853698678072298e-06
Amadora,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,55-64,-0.006484852056,-7.475489642860138e-06
Amadora,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,65+,-0.016127994435,-9.999678076348963e-06
Amadora,União das freguesias de Lordelo do Ouro e Massarelos,Female,15-24,0.006287085168,2.137052681452197e-05
Amadora,União das freguesias de Lordelo do Ouro e Massarelos,Female,25-34,-0.017513196531999998,-1.6191144012894483e-05
Amadora,União das freguesias de Lordelo do Ouro e Massarelos,Female,35-44,0.006305014013999999,2.6734665429635322e-05
Amadora,União das freguesias de Lordelo do Ouro e Massarelos,Female,45-54,-0.0070137212599999995,-8.340222636167965e-06
Amadora,União das freguesias de Lordelo do Ouro e Massarelos,Female,55-64,-0.012351968849999997,-1.015663218258784e-05
Amadora,União das freguesias de Lordelo do Ouro e Massarelos,Male,15-24,-0.013035716901999997,-1.1350931598701952e-05
Amadora,União das freguesias de Lordelo do Ouro e Massarelos,Male,25-34,-0.00412810567,-9.78362778818552e-06
Amadora,União das freguesias de Lordelo do Ouro e Massarelos,Male,35-44,0.015232470344000002,0.00011062262210555336
Amadora,União das freguesias de Lordelo do Ouro e Massarelos,Male,45-54,0.004586793457999999,7.425682762254184e-06
Amadora,União das freguesias de Lordelo do Ouro e Massarelos,Male,55-64,-0.005438908175999999,-6.269765506914954e-06
Amadora,União das freguesias de Lordelo do Ouro e Massarelos,Male,65+,-0.013526705009999999,-8.386826773712032e-06
Amadora,Barcarena,Female,15-24,0.006287085168,2.137052681452197e-05
Amadora,Barcarena,Female,25-34,-0.017513196531999998,-1.6191144012894483e-05
Amadora,Barcarena,Female,35-44,0.006305014013999999,2.6734665429635322e-05
Amadora,Barcarena,Female,45-54,-0.0070137212599999995,-8.340222636167965e-06
Amadora,Barcarena,Female,55-64,-0.012351968849999997,-1.015663218258784e-05
Amadora,Barcarena,Male,15-24,-0.013035716901999997,-1.1350931598701952e-05
Amadora,Barcarena,Male,25-34,-0.00412810567,-9.78362778818552e-06
Amadora,Barcarena,Male,35-44,0.015232470344000002,0.00011062262210555336
Amadora,Barcarena,Male,45-54,0.004586793457999999,7.425682762254184e-06
Amadora,Barcarena,Male,55-64,-0.005438908175999999,-6.269765506914954e-06
Amadora,Barcarena,Male,65+,-0.013526705009999999,-8.386826773712032e-06
Amadora,Valongo,Female,15-24,0.005803463232,1.972664013648182e-05
Amadora,Valongo,Female,25-34,-0.016166027568,-1.4945671396517983e-05
Amadora,Valongo,Female,35-44,0.005820012936,2.467815270427876e-05
Amadora,Valongo,Female,45-54,-0.00647420424,-7.69866704877043e-06
Amadora,Valongo,Female,55-64,-0.011401817399999998,-9.375352783927236e-06
Amadora,Valongo,Male,15-24,-0.012032969447999997,-1.0477783014186418e-05
Amadora,Valongo,Male,25-34,-0.0038105590800000004,-9.031041035248174e-06
Amadora,Valongo,Male,35-44,0.014060741856000003,0.00010211318963589542
Amadora,Valongo,Male,45-54,0.0042339631919999995,6.85447639592694e-06
Amadora,Valongo,Male,55-64,-0.005020530624,-5.787475852536881e-06
Amadora,Valongo,Male,65+,-0.01248618924,-7.741686252657262e-06
Amadora,Ramalde,Female,15-24,0.005561652264,1.890469679746174e-05
Amadora,Ramalde,Female,25-34,-0.015492443086,-1.4322935088329735e-05
Amadora,Ramalde,Female,35-44,0.005577512397,2.3649896341600477e-05
Amadora,Ramalde,Female,45-54,-0.00620444573,-7.377889255071662e-06
Amadora,Ramalde,Female,55-64,-0.010926741674999999,-8.984713084596936e-06
Amadora,Ramalde,Male,15-24,-0.011531595720999998,-1.004120872192865e-05
Amadora,Ramalde,Male,25-34,-0.0036517857850000006,-8.6547476587795e-06
Amadora,Ramalde,Male,35-44,0.013474877612000002,9.785847340106645e-05
Amadora,Ramalde,Male,45-54,0.0040575480589999996,6.568873212763317e-06
Amadora,Ramalde,Male,55-64,-0.0048113418479999994,-5.546331025347844e-06
Amadora,Ramalde,Male,65+,-0.011965931354999999,-7.419115992129876e-06
Amadora,União das freguesias de Caparica e Trafaria,Female,15-24,0.005561652264,1.890469679746174e-05
Amadora,União das freguesias de Caparica e Trafaria,Female,25-34,-0.015492443086,-1.4322935088329735e-05
Amadora,União das freguesias de Caparica e Trafaria,Female,35-44,0.005577512397,2.3649896341600477e-05
Amadora,União das freguesias de Caparica e Trafaria,Female,45-54,-0.00620444573,-7.377889255071662e-06
Amadora,União das freguesias de Caparica e Trafaria,Female,55-64,-0.010926741674999999,-8.984713084596936e-06
Amadora,União das freguesias de Caparica e Trafaria,Male,15-24,-0.011531595720999998,-1.004120872192865e-05
Amadora,União das freguesias de Caparica e Trafaria,Male,25-34,-0.0036517857850000006,-8.6547476587795e-06
Amadora,União das freguesias de Caparica e Trafaria,Male,35-44,0.013474877612000002,9.785847340106645e-05
Amadora,União das freguesias de Caparica e Trafaria,Male,45-54,0.0040575480589999996,6.568873212763317e-06
Amadora,União das freguesias de Caparica e Trafaria,Male,55-64,-0.0048113418479999994,-5.546331025347844e-06
Amadora,União das freguesias de Caparica e Trafaria,Male,65+,-0.011965931354999999,-7.419115992129876e-06
Amadora,Cidade da Maia,Female,15-24,0.0045944083920000005,1.561692344138144e-05
Amadora,Cidade da Maia,Female,25-34,-0.012798105158,-1.1831989855576738e-05
Amadora,Cidade da Maia,Female,35-44,0.004607510241,1.9536870890887354e-05
Amadora,Cidade da Maia,Female,45-54,-0.005125411690000001,-6.094778080276591e-06
Amadora,Cidade da Maia,Female,55-64,-0.009026438775,-7.422154287275729e-06
Amadora,Cidade da Maia,Male,15-24,-0.009526100813,-8.294911552897581e-06
Amadora,Cidade da Maia,Male,25-34,-0.0030166926050000007,-7.149574152904804e-06
Amadora,Cidade da Maia,Male,35-44,0.011131420636000002,8.083960846175055e-05
Amadora,Cidade da Maia,Male,45-54,0.0033518875269999996,5.426460480108828e-06
Amadora,Cidade da Maia,Male,55-64,-0.003974586744,-4.581751716591698e-06
Amadora,Cidade da Maia,Male,65+,-0.009884899815,-6.128834950020333e-06
Amadora,"União das freguesias de Camarate, Unhos e Apelação",Female,15-24,0.003868975488,1.3151093424321212e-05
