,Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,Demand_weight
230,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.03397
231,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.06389
232,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.07881
233,R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.009056
234,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.130056
235,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.118159
236,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.055002
237,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.037104
238,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.035675
239,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.090492
240,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.060694
241,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.125811
242,R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.000814
243,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.005209
244,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.001816
245,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.136055
246,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,8.5e-05
247,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.000351
248,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.000134
249,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.002303
250,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.000103
251,R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.002394
252,R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.007691
253,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.000132
254,R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.000599
255,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.000474
256,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.037827
257,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.035949
258,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.055143
259,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.026386
260,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.02457
261,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.079119
262,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.073892
263,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.085503
264,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.018998
265,R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.000869
266,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.091142
267,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.017988
268,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.035935
269,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.231253
270,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.055155
271,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.113524
272,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.099162
273,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.060358
274,R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.003389
275,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.001193
276,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.000351
277,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.013267
278,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.000155
279,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.000457
280,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.000102
281,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.009678
282,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.000111
283,R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.00072
284,R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.005318
285,R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.001641
286,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.000396
287,R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,9.8e-05
288,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.000678
289,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.0378
290,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.067673
291,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.041707
292,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.024225
293,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.051181
294,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.041929
295,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.050383
296,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.072259
297,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.033503
298,R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.057504
299,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.092459
300,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.051034
301,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.025406
302,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.093472
303,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.061154
304,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.068947
305,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.125825
306,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.064895
307,R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.00136
308,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.008589
309,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.00605
310,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.091014
311,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.000335
312,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.000584
313,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.000106
314,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.008954
315,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,8.1e-05
316,R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.005751
317,R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.000929
318,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,8.5e-05
319,R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.000741
320,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.000942
321,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.037224
322,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.021105
323,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.068806
324,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.056452
325,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.089209
326,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.074461
327,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.004713
328,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.020379
329,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.042327
330,R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.004478
331,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.00731
332,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.014854
333,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.014806
334,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.007933
335,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.092639
336,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.010648
337,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.021222
338,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.019878
339,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.000921
340,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.000733
341,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.001662
342,R2 - AM Porto,Aveiro,Vale de Cambra,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.03559
343,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.000534
344,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.000489
345,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,8.9e-05
346,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,1.6e-05
347,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,6.2e-05
348,R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.002782
349,R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.001733
350,R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.000127
351,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,6.9e-05
352,R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.0007
353,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.000114
354,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.029157
355,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.059341
356,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.022071
357,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.00561
358,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.008925
359,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.007083
360,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.030884
361,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.026228
362,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.019962
363,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.146066
364,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.049089
365,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.10272
366,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.002888
367,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.050648
368,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.032236
369,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.116094
370,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.057095
371,R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.000933
372,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.000588
373,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.001645
374,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.001128
375,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.000145
376,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.000105
377,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.000122
378,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.005973
379,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,7.7e-05
380,R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.0
381,R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.069217
382,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,1.3e-05
383,R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.00141
384,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.000209
385,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.022297
386,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.018961
387,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.002638
388,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.006293
389,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.002091
390,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.007413
391,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.123773
392,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.012739
393,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.003867
394,R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.001209
395,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.000501
396,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.003396
397,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",6.3e-05
398,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.002261
399,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.001958
400,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.000885
401,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.000392
402,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.01322
403,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",5e-06
404,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2.3e-05
405,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.000282
406,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",6e-06
407,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.000145
408,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",1.1e-05
409,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.000286
410,R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.117492
411,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.000109
412,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",2.5e-05
413,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.021183
414,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.030572
415,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.048039
416,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.029977
417,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.078502
418,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.060498
419,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.033581
420,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.032394
421,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.026632
422,R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.010402
423,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.054495
424,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.009199
425,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.014239
426,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.009177
427,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.014081
428,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.039763
429,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.030243
430,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.048691
431,R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.000106
432,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.019211
433,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.002453
434,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.009732
435,R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.00013
436,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.001222
437,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,9.6e-05
438,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.005772
439,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,9.1e-05
440,R2 - AM Porto,Porto,Póvoa de Varzim,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.00046
441,R2 - AM Porto,Porto,Santo Tirso,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.09429
442,R2 - AM Porto,Porto,Trofa,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.071393
443,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,8.2e-05
444,R2 - AM Porto,Porto,Vila do Conde,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.003064
445,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.000388
