Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,Demand_weight,user_av,Avg_daily_travellers
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,0.017475,23273.827770454547,406.71014028869325
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,0.001133,23273.827770454547,26.369246863925
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.076267,23273.827770454547,1775.025022569257
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.055143,23273.827770454547,1283.388684746175
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.041707,23273.827770454547,970.6815348223478
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.068806,23273.827770454547,1601.3789935738957
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.022071,23273.827770454547,513.6766527217023
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.002638,23273.827770454547,61.3963576584591
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.048039,23273.827770454547,1118.051412264866
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,0.017145,23273.827770454547,399.0297771244432
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,0.014596,23273.827770454547,339.70479013755454
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,0.000207,23273.827770454547,4.817682348484091
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,0.047014,23273.827770454547,1094.1957388001501
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,0.060499,23273.827770454547,1408.0433062847296
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,0.040948,23273.827770454547,953.0166995445727
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,0.029981,23273.827770454547,697.7726303859978
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,0.046308,23273.827770454547,1077.7644163942093
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,0.005856,23273.827770454547,136.29153542378182
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,0.002521,23273.827770454547,58.673319809315906
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,0.017399,23273.827770454547,404.9413293781387
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,7.9e-05,23273.827770454547,1.838632393865909
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.004547,23273.827770454547,105.82609487225682
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,8.9e-05,23273.827770454547,2.0713706715704547
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.001039,23273.827770454547,24.181507053502273
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.009387,23273.827770454547,218.47142128125682
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3.3e-05,23273.827770454547,0.7680363164250001
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,8.1e-05,23273.827770454547,1.8851800494068185
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000347,23273.827770454547,8.076018236347727
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,1.6e-05,23273.827770454547,0.37238124432727276
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,3.3e-05,23273.827770454547,0.7680363164250001
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",6e-05,23273.827770454547,1.3964296662272728
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",3.4e-05,23273.827770454547,0.7913101441954546
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",0.000537,23273.827770454547,12.498045512734093
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,1.3e-05,23273.827770454547,0.3025597610159091
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,1.3e-05,23273.827770454547,0.3025597610159091
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,9.9e-05,23273.827770454547,2.304108949275
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Póvoa de Santo Adrião e Olival Basto,7e-06,23273.827770454547,0.16291679439318182
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,6.8e-05,23273.827770454547,1.5826202883909093
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,3e-06,23273.827770454547,0.06982148331136365
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VALONGO,Valongo,1e-06,23273.827770454547,0.023273827770454548
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PORTO,Ramalde,5.5e-05,23273.827770454547,1.280060527375
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,4e-06,23273.827770454547,0.09309531108181819
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,4e-05,23273.827770454547,0.930953110818182
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",4e-06,23273.827770454547,0.09309531108181819
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,3e-06,23273.827770454547,0.06982148331136365
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PORTO,Paranhos,0.001403,23273.827770454547,32.653180361947726
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1.4e-05,23273.827770454547,0.32583358878636365
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VALONGO,Alfena,3e-06,23273.827770454547,0.06982148331136365
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,3e-06,23273.827770454547,0.06982148331136365
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.000205,23273.827770454547,4.771134692943182
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PORTO,Bonfim,0.000117,23273.827770454547,2.723037849143182
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,1e-06,23273.827770454547,0.023273827770454548
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,Loures,1e-06,23273.827770454547,0.023273827770454548
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",5e-06,23273.827770454547,0.11636913885227275
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,1e-06,23273.827770454547,0.023273827770454548
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,1e-06,23273.827770454547,0.023273827770454548
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),1e-06,23273.827770454547,0.023273827770454548
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",8e-06,23273.827770454547,0.18619062216363638
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PORTO,Campanhã,4.8e-05,23273.827770454547,1.1171437329818183
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,9e-06,23273.827770454547,0.20946444993409094
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,0.000378,23273.827770454547,8.79750689723182
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PAREDES,Recarei,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PAREDES,Lordelo,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,1e-06,23273.827770454547,0.023273827770454548
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PAREDES,Gandra,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,1e-05,23273.827770454547,0.2327382777045455
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Folgosa,1e-06,23273.827770454547,0.023273827770454548
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Águas Santas,1.9e-05,23273.827770454547,0.44220272763863644
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Moreira,2e-06,23273.827770454547,0.046547655540909096
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,2e-06,23273.827770454547,0.046547655540909096
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,1e-06,23273.827770454547,0.023273827770454548
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Pedrouços,2e-05,23273.827770454547,0.465476555409091
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,Milheirós,2e-06,23273.827770454547,0.046547655540909096
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MAIA,São Pedro Fins,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,TROFA,União das freguesias de Coronado (São Romão e São Mamede),0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,TROFA,Covelas,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Gulpilhares e Valadares,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA DO CONDE,Guilhabreu,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,TROFA,União das freguesias de Alvarelhos e Guidões,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Oliveira do Douro,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canelas,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Avintes,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Vilar de Andorinho,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Pedroso e Seixezelo,0.0,23273.827770454547,0.0
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,0.016486,7299.109216545454,120.33311454396835
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,0.019116,7299.109216545454,139.52977178348291
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Belém,0.030997,7299.109216545454,226.25048838525944
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,0.205461,7299.109216545454,1499.6822787406454
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,0.24121,7299.109216545454,1760.618134122929
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,0.006788,7299.109216545454,49.54635336191054
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,0.001822,7299.109216545454,13.298976992545818
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.011091,7299.109216545454,80.95442032070562
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.026386,7299.109216545454,192.59429578776835
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.024225,7299.109216545454,176.82092077081361
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.056452,7299.109216545454,412.04931349242395
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.00561,7299.109216545454,40.94800270482
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.006293,7299.109216545454,45.933294299720544
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.029977,7299.109216545454,218.80539698438307
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,0.124824,7299.109216545454,911.1040088460697
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,0.013545,7299.109216545454,98.86643433810816
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,0.000417,7299.109216545454,3.043728543299454
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,0.016433,7299.109216545454,119.94626175549143
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,0.009284,7299.109216545454,67.76492996640799
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,0.01203,7299.109216545454,87.80828387504181
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,0.030715,7299.109216545454,224.1921395861936
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,0.032402,7299.109216545454,236.5057368345058
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,0.002606,7299.109216545454,19.021478618317452
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,0.00417,7299.109216545454,30.437285432994543
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,0.006876,7299.109216545454,50.18867497296654
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,0.000169,7299.109216545454,1.2335494575961816
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.004124,7299.109216545454,30.10152640903345
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.000295,7299.109216545454,2.153237218880909
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.035846,7299.109216545454,261.64386897628833
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.012958,7299.109216545454,94.581857227996
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3.4e-05,7299.109216545454,0.24816971336254542
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,2.7e-05,7299.109216545454,0.19707594884672724
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.008091,7299.109216545454,59.05709267106926
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,7.2e-05,7299.109216545454,0.5255358635912727
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.001821,7299.109216545454,13.291677883329271
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",2.8e-05,7299.109216545454,0.2043750580632727
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",0.000148,7299.109216545454,1.080268164048727
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",0.000123,7299.109216545454,0.8977904336350909
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,7.4e-05,7299.109216545454,0.5401340820243635
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,7.4e-05,7299.109216545454,0.5401340820243635
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,1.2e-05,7299.109216545454,0.08758931059854545
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Póvoa de Santo Adrião e Olival Basto,0.000171,7299.109216545454,1.2481476760292727
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,7.1e-05,7299.109216545454,0.5182367543747273
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,3.4e-05,7299.109216545454,0.24816971336254542
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,PORTO,Ramalde,0.0,7299.109216545454,0.0
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,2.6e-05,7299.109216545454,0.1897768396301818
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",0.000202,7299.109216545454,1.4744200617421817
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,8.8e-05,7299.109216545454,0.6423216110559999
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,PORTO,Paranhos,0.000138,7299.109216545454,1.0072770718832726
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1.2e-05,7299.109216545454,0.08758931059854545
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.0,7299.109216545454,0.0
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,2e-06,7299.109216545454,0.014598218433090906
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,2e-06,7299.109216545454,0.014598218433090906
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,PORTO,Bonfim,1.4e-05,7299.109216545454,0.10218752903163635
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,2.9e-05,7299.109216545454,0.21167416727981817
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,Loures,2.9e-05,7299.109216545454,0.21167416727981817
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",1.5e-05,7299.109216545454,0.1094866382481818
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",2e-06,7299.109216545454,0.014598218433090906
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,PORTO,Campanhã,2e-06,7299.109216545454,0.014598218433090906
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,3.3e-05,7299.109216545454,0.240870604146
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,3e-06,7299.109216545454,0.021897327649636363
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.0,7299.109216545454,0.0
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.0,7299.109216545454,0.0
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Moreira,0.0,7299.109216545454,0.0
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,2e-06,7299.109216545454,0.014598218433090906
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.0,7299.109216545454,0.0
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0,7299.109216545454,0.0
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MAIA,Milheirós,1.1e-05,7299.109216545454,0.08029020138199999
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,1e-06,7299.109216545454,0.007299109216545453
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,1e-06,7299.109216545454,0.007299109216545453
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Gulpilhares e Valadares,0.0,7299.109216545454,0.0
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,0.033026,2463.2384070909093,81.35091163258437
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,0.064407,2463.2384070909093,158.64979608550422
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,Belém,0.041734,2463.2384070909093,102.800791681532
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,0.165056,2463.2384070909093,406.57227852079717
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,0.030403,2463.2384070909093,74.88983729078491
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,0.013647,2463.2384070909093,33.61581454156964
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,0.003077,2463.2384070909093,7.579384578618727
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.066473,2463.2384070909093,163.73884663455402
